"Subject" "ActivityName" "ftAvg" "ftDomain" "ftInstrment" "ftAcceleration" "ftStatVariable" "ftJerk" "ftMagnitude" "ftAxis"
"4429" 12 "SITTING" -0.977109887058824 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"4430" 12 "SITTING" -0.964236191372549 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4431" 12 "SITTING" -0.975551564117647 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4432" 12 "SITTING" -0.977980349019608 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"4433" 12 "SITTING" -0.966538919607843 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"4434" 12 "SITTING" -0.981408871764706 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"4435" 12 "SITTING" -0.955944253137255 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"4436" 12 "SITTING" -0.950647188823529 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"4437" 12 "SITTING" -0.971715268627451 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4438" 12 "SITTING" -0.972951443333333 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"4439" 12 "SITTING" -0.97848445372549 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"4440" 12 "SITTING" -0.979256387058824 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"4441" 12 "SITTING" -0.958511866666667 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"4442" 12 "SITTING" -0.948460978823529 "Freq" "Gyroscope" NA "std" NA "Y" NA
"4443" 12 "SITTING" -0.968528985294118 "Freq" "Gyroscope" NA "mean" NA NA "X"
"4444" 12 "SITTING" -0.96372524882353 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"4445" 12 "SITTING" -0.955718183921569 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"4446" 12 "SITTING" -0.976339901372549 "Freq" "Gyroscope" NA "std" NA NA "X"
"4447" 12 "SITTING" -0.959040695686274 "Freq" "Gyroscope" NA "std" NA NA "Y"
"4448" 12 "SITTING" -0.954769877647059 "Freq" "Gyroscope" NA "std" NA NA "Z"
"4449" 12 "SITTING" 0.275007224901961 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"4450" 12 "SITTING" -0.0157892988523529 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"4451" 12 "SITTING" -0.106307228960784 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"4452" 12 "SITTING" -0.982568781960784 "Time" "Accelerometer" "Body" "std" NA NA "X"
"4453" 12 "SITTING" -0.92858124 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"4454" 12 "SITTING" -0.939661889019608 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"4455" 12 "SITTING" 0.0771277656078431 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"4456" 12 "SITTING" 0.0105990504054902 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4457" 12 "SITTING" -0.0020457599227451 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4458" 12 "SITTING" -0.976494200784314 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"4459" 12 "SITTING" -0.964047461568627 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"4460" 12 "SITTING" -0.97911346627451 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"4461" 12 "SITTING" -0.974734489803922 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4462" 12 "SITTING" -0.972745892745098 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"4463" 12 "SITTING" -0.952176621372549 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"4464" 12 "SITTING" -0.947517100196078 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"4465" 12 "SITTING" -0.0424159182941177 "Time" "Gyroscope" NA "mean" NA NA "X"
"4466" 12 "SITTING" -0.0751980398235294 "Time" "Gyroscope" NA "mean" NA NA "Y"
"4467" 12 "SITTING" 0.0728462158235294 "Time" "Gyroscope" NA "mean" NA NA "Z"
"4468" 12 "SITTING" -0.974425351960784 "Time" "Gyroscope" NA "std" NA NA "X"
"4469" 12 "SITTING" -0.960497127647059 "Time" "Gyroscope" NA "std" NA NA "Y"
"4470" 12 "SITTING" -0.951552533137255 "Time" "Gyroscope" NA "std" NA NA "Z"
"4471" 12 "SITTING" -0.0941023489803922 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"4472" 12 "SITTING" -0.0387477474705882 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"4473" 12 "SITTING" -0.0515634091411765 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"4474" 12 "SITTING" -0.977329927254902 "Time" "Gyroscope" NA "std" "Y" NA "X"
"4475" 12 "SITTING" -0.979347830784314 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"4476" 12 "SITTING" -0.977138953921569 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"4477" 12 "SITTING" -0.980392337647059 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"4478" 12 "SITTING" -0.978260535882353 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"4479" 12 "SITTING" -0.941907240784314 "Time" "Gyroscope" NA "mean" NA "Y" NA
"4480" 12 "SITTING" -0.946769241568628 "Time" "Gyroscope" NA "std" NA "Y" NA
"4481" 12 "SITTING" 0.926228975490196 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"4482" 12 "SITTING" 0.0830509010823529 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"4483" 12 "SITTING" 0.0885640696078431 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"4484" 12 "SITTING" -0.985203642352941 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"4485" 12 "SITTING" -0.963641979215686 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"4486" 12 "SITTING" -0.956208629607843 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"4487" 12 "SITTING" -0.952176621372549 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"4488" 12 "SITTING" -0.947517100196078 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"4489" 12 "STANDING" -0.976469472295082 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"4490" 12 "STANDING" -0.932775677704918 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"4491" 12 "STANDING" -0.947178200163935 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"4492" 12 "STANDING" -0.983647207377049 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"4493" 12 "STANDING" -0.922852028360656 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"4494" 12 "STANDING" -0.914189183770492 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"4495" 12 "STANDING" -0.971971634098361 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"4496" 12 "STANDING" -0.95329178 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4497" 12 "STANDING" -0.971122527868852 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4498" 12 "STANDING" -0.975581439016393 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"4499" 12 "STANDING" -0.95666634442623 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"4500" 12 "STANDING" -0.978792832786885 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"4501" 12 "STANDING" -0.945217802786885 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"4502" 12 "STANDING" -0.939741929016393 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"4503" 12 "STANDING" -0.960859009508197 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4504" 12 "STANDING" -0.964145595245902 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"4505" 12 "STANDING" -0.963059791967213 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"4506" 12 "STANDING" -0.962909739016393 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"4507" 12 "STANDING" -0.902356765573771 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"4508" 12 "STANDING" -0.850033171967213 "Freq" "Gyroscope" NA "std" NA "Y" NA
"4509" 12 "STANDING" -0.890292711147541 "Freq" "Gyroscope" NA "mean" NA NA "X"
"4510" 12 "STANDING" -0.948251856721311 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"4511" 12 "STANDING" -0.95260195295082 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"4512" 12 "STANDING" -0.884385204098361 "Freq" "Gyroscope" NA "std" NA NA "X"
"4513" 12 "STANDING" -0.938529853770492 "Freq" "Gyroscope" NA "std" NA NA "Y"
"4514" 12 "STANDING" -0.95433576442623 "Freq" "Gyroscope" NA "std" NA NA "Z"
"4515" 12 "STANDING" 0.277405834918033 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"4516" 12 "STANDING" -0.0169002543196721 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"4517" 12 "STANDING" -0.105526999754098 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"4518" 12 "STANDING" -0.981243992459016 "Time" "Accelerometer" "Body" "std" NA NA "X"
"4519" 12 "STANDING" -0.923140254098361 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"4520" 12 "STANDING" -0.920684800114754 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"4521" 12 "STANDING" 0.0744631761967213 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"4522" 12 "STANDING" 0.0100480041062295 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4523" 12 "STANDING" -0.00788131384131148 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4524" 12 "STANDING" -0.972440195081967 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"4525" 12 "STANDING" -0.953203115409836 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"4526" 12 "STANDING" -0.975556976885246 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"4527" 12 "STANDING" -0.968790683278689 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4528" 12 "STANDING" -0.962678857213115 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"4529" 12 "STANDING" -0.941459935081967 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"4530" 12 "STANDING" -0.935232945245902 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"4531" 12 "STANDING" -0.0300030427426229 "Time" "Gyroscope" NA "mean" NA NA "X"
"4532" 12 "STANDING" -0.0700083750360656 "Time" "Gyroscope" NA "mean" NA NA "Y"
"4533" 12 "STANDING" 0.074256819 "Time" "Gyroscope" NA "mean" NA NA "Z"
"4534" 12 "STANDING" -0.883655251803279 "Time" "Gyroscope" NA "std" NA NA "X"
"4535" 12 "STANDING" -0.941469207540984 "Time" "Gyroscope" NA "std" NA NA "Y"
"4536" 12 "STANDING" -0.950364757540984 "Time" "Gyroscope" NA "std" NA NA "Z"
"4537" 12 "STANDING" -0.0976380412377049 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"4538" 12 "STANDING" -0.0409520826508197 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"4539" 12 "STANDING" -0.0482863736885246 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"4540" 12 "STANDING" -0.955415641803279 "Time" "Gyroscope" NA "std" "Y" NA "X"
"4541" 12 "STANDING" -0.971195487377049 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"4542" 12 "STANDING" -0.973689389672131 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"4543" 12 "STANDING" -0.969289973606557 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"4544" 12 "STANDING" -0.961923171967213 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"4545" 12 "STANDING" -0.888101372786885 "Time" "Gyroscope" NA "mean" NA "Y" NA
"4546" 12 "STANDING" -0.852271618032787 "Time" "Gyroscope" NA "std" NA "Y" NA
"4547" 12 "STANDING" 0.957317821803279 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"4548" 12 "STANDING" -0.21886535557377 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"4549" 12 "STANDING" -0.0395382767304918 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"4550" 12 "STANDING" -0.985314210491803 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"4551" 12 "STANDING" -0.970482614590164 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"4552" 12 "STANDING" -0.939534099016394 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"4553" 12 "STANDING" -0.941459935081967 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"4554" 12 "STANDING" -0.935232945245902 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"4555" 12 "WALKING" -0.05435763951 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"4556" 12 "WALKING" -0.071302455092 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"4557" 12 "WALKING" -0.4223253002 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"4558" 12 "WALKING" -0.160707260634 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"4559" 12 "WALKING" -0.20851528006 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"4560" 12 "WALKING" -0.4521466944 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"4561" 12 "WALKING" -0.08161979534 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"4562" 12 "WALKING" -0.1413740705982 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4563" 12 "WALKING" -0.4913861728 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4564" 12 "WALKING" -0.03105929456 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"4565" 12 "WALKING" -0.094056408433 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"4566" 12 "WALKING" -0.5314863218 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"4567" 12 "WALKING" -0.153116002784 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"4568" 12 "WALKING" -0.4088962994 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"4569" 12 "WALKING" -0.029912425338 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4570" 12 "WALKING" -0.013953908696 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"4571" 12 "WALKING" -0.5611764414 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"4572" 12 "WALKING" -0.5649340126 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"4573" 12 "WALKING" -0.442503784 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"4574" 12 "WALKING" -0.4948022154 "Freq" "Gyroscope" NA "std" NA "Y" NA
"4575" 12 "WALKING" -0.4019759318 "Freq" "Gyroscope" NA "mean" NA NA "X"
"4576" 12 "WALKING" -0.4678863378 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"4577" 12 "WALKING" -0.31728248436 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"4578" 12 "WALKING" -0.5931428818 "Freq" "Gyroscope" NA "std" NA NA "X"
"4579" 12 "WALKING" -0.4437983296 "Freq" "Gyroscope" NA "std" NA NA "Y"
"4580" 12 "WALKING" -0.4222565212 "Freq" "Gyroscope" NA "std" NA NA "Z"
"4581" 12 "WALKING" 0.2771286656 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"4582" 12 "WALKING" -0.015560927606 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"4583" 12 "WALKING" -0.10316110632 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"4584" 12 "WALKING" -0.128898533096 "Time" "Accelerometer" "Body" "std" NA NA "X"
"4585" 12 "WALKING" -0.122783290008 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"4586" 12 "WALKING" -0.4106060626 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"4587" 12 "WALKING" 0.045764401482 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"4588" 12 "WALKING" 0.0197766948336 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4589" 12 "WALKING" 0.005025870328 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4590" 12 "WALKING" -0.01350661106 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"4591" 12 "WALKING" -0.089404968585 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"4592" 12 "WALKING" -0.512276838 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"4593" 12 "WALKING" -0.144064922688 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4594" 12 "WALKING" -0.02028505044 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"4595" 12 "WALKING" -0.102204550448 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"4596" 12 "WALKING" -0.23697286882 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"4597" 12 "WALKING" -0.1045136708758 "Time" "Gyroscope" NA "mean" NA NA "X"
"4598" 12 "WALKING" -0.03442910782 "Time" "Gyroscope" NA "mean" NA NA "Y"
"4599" 12 "WALKING" 0.0999739123004 "Time" "Gyroscope" NA "mean" NA NA "Z"
"4600" 12 "WALKING" -0.5462634706 "Time" "Gyroscope" NA "std" NA NA "X"
"4601" 12 "WALKING" -0.4494013978 "Time" "Gyroscope" NA "std" NA NA "Y"
"4602" 12 "WALKING" -0.35017028664 "Time" "Gyroscope" NA "std" NA NA "Z"
"4603" 12 "WALKING" -0.06223893174 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"4604" 12 "WALKING" -0.049852604592 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"4605" 12 "WALKING" -0.0467338151926 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"4606" 12 "WALKING" -0.3908072382 "Time" "Gyroscope" NA "std" "Y" NA "X"
"4607" 12 "WALKING" -0.581290691 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"4608" 12 "WALKING" -0.4806421996 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"4609" 12 "WALKING" -0.5174937754 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"4610" 12 "WALKING" -0.5488904506 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"4611" 12 "WALKING" -0.35593036512 "Time" "Gyroscope" NA "mean" NA "Y" NA
"4612" 12 "WALKING" -0.4132083408 "Time" "Gyroscope" NA "std" NA "Y" NA
"4613" 12 "WALKING" 0.9668735148 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"4614" 12 "WALKING" -0.1559834498 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"4615" 12 "WALKING" -0.03608428788 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"4616" 12 "WALKING" -0.97911312 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"4617" 12 "WALKING" -0.9646191738 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"4618" 12 "WALKING" -0.9502762272 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"4619" 12 "WALKING" -0.102204550448 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"4620" 12 "WALKING" -0.23697286882 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"4621" 12 "WALKING_DOWNSTAIRS" 0.0235049348717391 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"4622" 12 "WALKING_DOWNSTAIRS" 0.150510001156522 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"4623" 12 "WALKING_DOWNSTAIRS" -0.402121221521739 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"4624" 12 "WALKING_DOWNSTAIRS" 0.0483347068913043 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"4625" 12 "WALKING_DOWNSTAIRS" 0.016749510173913 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"4626" 12 "WALKING_DOWNSTAIRS" -0.48739012673913 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"4627" 12 "WALKING_DOWNSTAIRS" -0.00701472271717392 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"4628" 12 "WALKING_DOWNSTAIRS" 0.00639406888695652 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4629" 12 "WALKING_DOWNSTAIRS" -0.451614324565217 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4630" 12 "WALKING_DOWNSTAIRS" -0.072311431676087 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"4631" 12 "WALKING_DOWNSTAIRS" 0.0515123126413043 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"4632" 12 "WALKING_DOWNSTAIRS" -0.544461425869565 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"4633" 12 "WALKING_DOWNSTAIRS" 0.148017269434783 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"4634" 12 "WALKING_DOWNSTAIRS" -0.105124972078261 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"4635" 12 "WALKING_DOWNSTAIRS" 0.0769968373 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4636" 12 "WALKING_DOWNSTAIRS" 0.0420631251108696 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"4637" 12 "WALKING_DOWNSTAIRS" -0.458227490826087 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"4638" 12 "WALKING_DOWNSTAIRS" -0.486780424347826 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"4639" 12 "WALKING_DOWNSTAIRS" -0.344938419969565 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"4640" 12 "WALKING_DOWNSTAIRS" -0.423553971956522 "Freq" "Gyroscope" NA "std" NA "Y" NA
"4641" 12 "WALKING_DOWNSTAIRS" -0.178856167345652 "Freq" "Gyroscope" NA "mean" NA NA "X"
"4642" 12 "WALKING_DOWNSTAIRS" -0.420631474130435 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"4643" 12 "WALKING_DOWNSTAIRS" -0.212767364326087 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"4644" 12 "WALKING_DOWNSTAIRS" -0.4223632375 "Freq" "Gyroscope" NA "std" NA NA "X"
"4645" 12 "WALKING_DOWNSTAIRS" -0.518923134565217 "Freq" "Gyroscope" NA "std" NA NA "Y"
"4646" 12 "WALKING_DOWNSTAIRS" -0.448512990434783 "Freq" "Gyroscope" NA "std" NA NA "Z"
"4647" 12 "WALKING_DOWNSTAIRS" 0.281521097391304 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"4648" 12 "WALKING_DOWNSTAIRS" -0.018084266865793 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"4649" 12 "WALKING_DOWNSTAIRS" -0.10955593226087 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"4650" 12 "WALKING_DOWNSTAIRS" 0.0424084916086956 "Time" "Accelerometer" "Body" "std" NA NA "X"
"4651" 12 "WALKING_DOWNSTAIRS" 0.11083534373913 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"4652" 12 "WALKING_DOWNSTAIRS" -0.425017413478261 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"4653" 12 "WALKING_DOWNSTAIRS" 0.0621500251717391 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"4654" 12 "WALKING_DOWNSTAIRS" -0.0119289154608696 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"4655" 12 "WALKING_DOWNSTAIRS" 0.00485262425869565 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"4656" 12 "WALKING_DOWNSTAIRS" 0.00631914373913043 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"4657" 12 "WALKING_DOWNSTAIRS" 0.0629216671304348 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"4658" 12 "WALKING_DOWNSTAIRS" -0.498655793478261 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"4659" 12 "WALKING_DOWNSTAIRS" -0.107091019565217 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"4660" 12 "WALKING_DOWNSTAIRS" 0.0655781271934783 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"4661" 12 "WALKING_DOWNSTAIRS" 0.0183139429630435 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"4662" 12 "WALKING_DOWNSTAIRS" 0.0972608274652174 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"4663" 12 "WALKING_DOWNSTAIRS" -0.112531564434783 "Time" "Gyroscope" NA "mean" NA NA "X"
"4664" 12 "WALKING_DOWNSTAIRS" -0.0427336692521739 "Time" "Gyroscope" NA "mean" NA NA "Y"
"4665" 12 "WALKING_DOWNSTAIRS" 0.0895434978391304 "Time" "Gyroscope" NA "mean" NA NA "Z"
"4666" 12 "WALKING_DOWNSTAIRS" -0.362143061643478 "Time" "Gyroscope" NA "std" NA NA "X"
"4667" 12 "WALKING_DOWNSTAIRS" -0.47628774326087 "Time" "Gyroscope" NA "std" NA NA "Y"
"4668" 12 "WALKING_DOWNSTAIRS" -0.337806681456522 "Time" "Gyroscope" NA "std" NA NA "Z"
"4669" 12 "WALKING_DOWNSTAIRS" -0.0264668968652174 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"4670" 12 "WALKING_DOWNSTAIRS" -0.0609177195869565 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"4671" 12 "WALKING_DOWNSTAIRS" -0.0653239980021739 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"4672" 12 "WALKING_DOWNSTAIRS" -0.278608163891304 "Time" "Gyroscope" NA "std" "Y" NA "X"
"4673" 12 "WALKING_DOWNSTAIRS" -0.517479109130435 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"4674" 12 "WALKING_DOWNSTAIRS" -0.365232197456522 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"4675" 12 "WALKING_DOWNSTAIRS" -0.442831079130435 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"4676" 12 "WALKING_DOWNSTAIRS" -0.452449935 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"4677" 12 "WALKING_DOWNSTAIRS" -0.213351510686957 "Time" "Gyroscope" NA "mean" NA "Y" NA
"4678" 12 "WALKING_DOWNSTAIRS" -0.32045862629 "Time" "Gyroscope" NA "std" NA "Y" NA
"4679" 12 "WALKING_DOWNSTAIRS" 0.949861980652174 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"4680" 12 "WALKING_DOWNSTAIRS" -0.178702175434783 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"4681" 12 "WALKING_DOWNSTAIRS" -0.0561050624630435 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"4682" 12 "WALKING_DOWNSTAIRS" -0.959504017391304 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"4683" 12 "WALKING_DOWNSTAIRS" -0.94329842826087 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"4684" 12 "WALKING_DOWNSTAIRS" -0.935399348043478 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"4685" 12 "WALKING_DOWNSTAIRS" 0.0183139429630435 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"4686" 12 "WALKING_DOWNSTAIRS" 0.0972608274652174 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"4687" 12 "WALKING_UPSTAIRS" -0.321447925192308 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
